year_week,count,topic,date,smoothed
2024-10,1,19,2024-03-04 00:00:00+00:00,1.0
2024-11,1,19,2024-03-11 00:00:00+00:00,1.0
2024-15,1,19,2024-04-08 00:00:00+00:00,1.0
2024-20,2,19,2024-05-13 00:00:00+00:00,1.25
2024-32,1,19,2024-08-05 00:00:00+00:00,1.25
2024-40,1,19,2024-09-30 00:00:00+00:00,1.25
2024-44,1,19,2024-10-28 00:00:00+00:00,1.25
2025-01,1,19,2025-01-06 00:00:00+00:00,1.0
2025-10,1,19,2025-03-10 00:00:00+00:00,1.0
2025-15,1,19,2025-04-14 00:00:00+00:00,1.0
2025-25,1,19,2025-06-23 00:00:00+00:00,1.0
2025-27,1,19,2025-07-07 00:00:00+00:00,1.0
2025-36,1,19,2025-09-08 00:00:00+00:00,1.0
2026-01,1,19,2026-01-05 00:00:00+00:00,1.0
2026-10,1,19,2026-03-09 00:00:00+00:00,1.0
2026-12,1,19,2026-03-23 00:00:00+00:00,1.0
2026-13,1,19,2026-03-30 00:00:00+00:00,1.0
2026-15,1,19,2026-04-13 00:00:00+00:00,1.0
2026-19,2,19,2026-05-11 00:00:00+00:00,1.25
